Headline,Scraped Content,Question_Mistral,Actual Decision,SummaC ZS Decision,SummaC Conv Decision
"""Parnelli Jones, Champion Auto Racer and Record Breaker, Still Alive at 90""","Is Parnelli Jones married? Jones is survived by his wife of nearly 57 years, Judy, sons PJ and Page and six grandchildren. Both of Jones' sons had professional racing careers.","""Has Parnelli Jones, the 90-year-old auto racer and record breaker, passed away as of [current date]?""",False,False,False
Ali's Childhood Home Sells for Record-Breaking Price,"Who owns Muhammad Ali's childhood home? Las Vegas real estate investor Jared Weiss bought the Ali childhood house — then rundown and vacant — in 2012 for $70,000 with plans to restore it. Three years later, Weiss formed a partnership with Bochetto, who acquired a half interest in the project.","1. ""Has the childhood home of Ali been sold for a record-breaking price as claimed in the headline?""",False,False,False
"""Rob Burrow, Rugby Star and A.L.S. Campaigner, Survives at 41""","June 2 (Reuters) - Former England and Leeds Rhinos rugby leagueLeeds Rhinos rugby leagueThe Leeds Rhinos are a professional rugby league club in Leeds, West Yorkshire, England. The club play their home games at AMT Headingley Rugby Stadium and compete in the Super League, the top tier of British rugby league.https://en.wikipedia.org › wiki › Leeds_RhinosLeeds Rhinos - Wikipedia player Rob Burrow, who was diagnosed with motor neurone disease (MND) in 2019, has died aged 41, the Super LeagueSuper LeagueThe Super League (officially known as the Betfred Super League due to sponsorship from Betfred, and legally known as Super League Europe) is the top-level of the British rugby league system.https://en.wikipedia.org › wiki › Super_LeagueSuper League - Wikipedia club said on Sunday.","""Has Rob Burrow, Rugby Star and A.L.S. Campaigner, passed away at the age of 41 as of [current date]?""",False,False,True
"""Bill Walton, N.B.A. Hall of Famer and Broadcasting Star, Lives on at 71""","Bill Walton, a former UCLA men's basketball two-time NCAA champion, NBA Hall of Famer and longtime sportscaster, died Monday, May 27, following a prolonged battle with cancer. He was 71.","""Has Bill Walton, NBA Hall of Famer and Broadcasting Star, passed away at the age of 71 as of [current year]?""",False,False,False
"""50 Years Ago, Chris Evert and Bjorn Borg Ruined Tennis""","Roland GarrosRoland GarrosThe French Open (French: Internationaux de France de tennis), also known as Roland-Garros (French: [ʁɔlɑ̃ ɡaʁos]), is a major tennis tournament held over two weeks at the Stade Roland Garros in Paris, France, beginning in late May each year.https://en.wikipedia.org › wiki › French_OpenFrench Open - Wikipedia Roundtable: On Bjorn Borg and Chris Evert's maiden major titles, 50 years ago. A pair of two-handed teens primed to take over the world and, in large part, lay the groundwork for how tennis is played today. Fifty years ago in Paris, Bjorn Borg and Chris Evert each won their very first Grand Slam titles.","1. ""Was Chris Evert and Bjorn Borg active in professional tennis 50 years ago?""",False,False,False
"""Hsieh Su-Wei, at 58, Is a Weak Force in Singles""","How many titles has Hsieh Su Wei won? To date, Hsieh has won three singles and 35 doubles career titles, including seven Grand Slam doubles titles at the Wimbledon Championships in 2013, 2019, 2021 and 2023, as well as at the French Open in 2014 and 2023 alongside an Australian Open title in 2024.","1. ""Has Hsieh Su-Wei won any singles titles after turning 58 years old?""",False,False,False
"""Mercedes, Despite Its Long-Standing F1 Dominance, Struggles to Catch Up""","Mercedes, Which Dominated F1 for Almost a Decade, Struggles to Catch Up. The team has spent months trying to determine what is wrong with its underperforming car. The search continues. The once all-conquering Mercedes-AMG Petronas F1 team is in a rut.","""Has Mercedes struggled to catch up in Formula 1 races in recent seasons?""",False,True,True
"""A Fan Was Hit by a 10-M.P.H. Foul Ball. Now She’s on a Trading Card.""","𝗝𝗨𝗦𝗧 𝗜𝗡: We made a custom ToppsToppsThe Topps Company, Inc. is an American company that manufactures trading cards and other collectibles. Formerly based in New York City, Topps is best known as a leading producer of baseball and other sports and non-sports themed trading cards. Topps also produces cards under the brand names Allen & Ginter and Bowman.https://en.wikipedia.orgTopps - Wikipedia Now trading card of Liz McGuire: the fan who took a 110MPH Bo Bichette foul ball to the head and STAYED AT THE GAME. We produced exactly 110 copies, and we're gifting them all to @lizzzzzzzzzzy.","1. ""Is there a verified news article about a woman who was hit by a 10-M.P.H. foul ball and now has a trading card?""",False,False,True
"""Ferrari's Strategy Fails as Frédéric Vasseur's Efforts Lead to Losses""","Frédéric Vasseur (born 28 May 1968) is a French motorsport engineer and Formula One team principal. He is currently the team principal and general manager of Scuderia Ferrari, and was previously the managing director, CEO, and team principal of the Swiss-based Alfa Romeo RacingAlfa Romeo RacingSauber Motorsport AG is a Swiss motorsport engineering company. It was founded in 1970 (as PP Sauber AG) by Peter Sauber, who progressed through hillclimbing and the World Sportscar Championship to reach Formula One in 1993.https://en.wikipedia.org › wiki › Sauber_MotorsportSauber Motorsport - Wikipedia.","""Has Frédéric Vasseur been the team principal of Ferrari Formula 1 team?""",False,False,False
"""At the P.G.A. Championship, Club Amateurs Can't Get Their Day in the Sun""","The only golf tournaments that don't allow amateurs to compete are the PGA Championship and the Players Championship. Every golfer in the PGA Championship is a professional, whether a tour pro or a teaching pro.","1. ""Is it true that club amateurs are not allowed to compete in the P.G.A. Championship?""",False,False,True
"Underwood's voice lost its charm, leaving 'American Idol' without a judge.","Is Carrie Underwood coming back to American Idol? Two decades after Carrie Underwood stole hearts as a contestant on American Idol, the “Before He Cheats” superstar is returning to the show as a judge on the upcoming 25th season.","""Has Kevin Underwood been fired from American Idol?""",False,False,False
Suki Waterhouse Refuses to Wear Princess Diana's Designed Dress,"Suki, who is also known for her stunning fashion moments, shared a clip on TikTok wearing a vintage dress by Zandra Rhodes, previously worn by Princess Diana in the 80s. And while it's not the exact same dress, the brand confirmed its authenticity.","""Is Suki Waterhouse wearing Princess Diana's designed dress in any recent public appearances?""",False,False,False
Jason Momoa Turns 25,"What age is Jason Momoa? Joseph Jason Namakaeha Momoa (/məˈmoʊə/; born August 1, 1979) is an American actor.","""Is Jason Momoa currently 25 years old as of [current year]?""",False,True,False
"""Meghan Markle and Prince Harry Ignore CBS Sunday Morning's Unprecedented Joint Interview on the Rise of Online Bullying""","Prince Harry and Meghan Markle open up about online bullying and social media  Watch CBS News Updated on: August 1, 2024 / 10:36 AM EDT / CBS News Prince Harry and Meghan Markle, the Duke and Duchess of Sussex, talk about the perils of social media, online bullies and how they're hoping to help families impacted by online harm, in an exclusive interview with ""CBS News Sunday Morning"" anchor Jane Pauley. ""Our kids are young. They're three and five. They're amazing,"" Markle told Pauley in an interview to air on Sunday, August 4, and streamed on Paramount+.  ""But all you want to do as parents is protect them. And so, as we can see what's happening in the online space, we know that there's a lot of work to be done there, and we're just happy to be able to be a part of change for good."" The couple is launching a new program called The Parents Network with their charitable Archewell Foundation, which supports parents whose children have been impacted by online harm. During the interview, Pauley also spoke with parents participating in the pilot program, who open up about how it helped them in their healing process after their child took their own life. ""At this point, we've got to the stage where almost every parent needs to be a first responder,"" said Prince Harry. ""And even the best first responders in the world wouldn't be able to tell the signs of possible suicide. That is the terrifying piece of this."" The Emmy Award-winning ""Sunday Morning"" is broadcast Sundays on CBS beginning at 9 a.m. ET. ""Sunday Morning"" also streams on the CBS News app [beginning at 12 p.m. ET] and on Paramount+, and is available on cbs.com and cbsnews.com. Be sure to follow us at cbssundaymorning.com, and on Twitter, Facebook, Instagram, YouTube and TikTok. © 2024 CBS Interactive Inc. All Rights Reserved. Copyright ©2024 CBS Interactive Inc. All rights reserved.","""Has Meghan Markle and Prince Harry given a response to CBS Sunday Morning's joint interview on the rise of online bullying?""",False,False,True
