Headline,Scraped Content,Question_phi,Actual Decision,SummaC ZS Decision,SummaC Conv Decision
 Elizabeth Taylor and Faye Dunaway Ruined Star Power As A Craft,"Elizabeth Taylor and Faye Dunaway Made Star Power Into an Art — These HBO Docs Prove It   By Daniel D'Addario  There’s something that unites the recent documentaries “Faye” and “Elizabeth Taylor: The Lost Tapes.” It isn’t just that both played on HBO — “Faye” launched in July, while “Elizabeth Taylor” is to premiere August 3 — or that both center the stories of legendary, Oscar-winning performers. Faye is, of course, Faye Dunaway, of “Network” and “Chinatown,” while Elizabeth Taylor, one of the most decadently media-hounded figures of the 20th Century, practically needs no introduction at all.  What the films share, though, is a poignant and sometimes painful double yearning. In the documentaries, Dunaway — still with us at age 83, and interviewed recently for this film — and Taylor — who died in 2011 but whose “lost tapes” catalogue an extensive 1964 debriefing with journalist Richard Meryman —  both express doubt, anxiety and even shame for career missteps, misbegotten projects and the ways in which their private troubles played out in public view. The viewer feels for them, first because they are human, and then because their manner of expressing their emotions is so extravagantly more than human. That’s the other yearning at the heart of these documentaries: a sense that the culture can no longer produce great actresses who are, too, stars who glitter quite this brightly.  Both films, happily, are stuffed full of film clips, and both give a sense of their respective subjects’ styles. In director Laurent Bouzereau’s curation in “Faye,” Dunaway, at her best, uses a bracing sense of control in order to shock the viewer all the more when she snaps in grand fashion. (The famous photograph of her the morning after winning her Oscar — used as the featured image in this column — in which she’s gazing into the middle distance, is a supreme example of her powers: We’re seeing, through exhaustion and exhilaration, a woman in utter control of the image she wants to present.) In interviews with the press, Dunaway, while seeming to hold her feelings back, has a relentless erudition and quickness that makes clear just how much of herself was in “Network’s” brilliant executive, or “Chinatown’s” tricky femme fatale. Her interview for the documentary feels like a sort of letting-go, an unburdening of thoughts she might have withheld from the press to this point. But the clarity of thought remains intact.   Meanwhile, filmmaker Nanette Burstein shows Taylor, for all the outsizedness of her fame, carrying herself on screen with a funny self-deprecation, a shrewdness that feels decades ahead of her time. We’re told that Taylor was 32 when she played the fiftysomething Martha in “Who’s Afraid of Virginia Woolf?,” and while her physical transformation for the role is indeed impressive, it’s the changes to her soul and bearing — her willingness to flaunt her signs of age in a sort of ironic self-deprecation — that feels most remarkable. And both actors are startingly open about career and personal setbacks they faced, including the public’s coming to pigeonhole them. Dunaway speaks about her bipolar diagnosis and her struggles with alcohol, both things that derailed her ability to trust her great gift, her clear and precise thinking. (Both, also, led to her outsized reputation as a difficult colleague — her composure giving way to a great break isn’t just something that happened for Dunaway onscreen.) And we also get an unpacking of why “Mommie Dearest” — the infamous bomb that toppled her career — was such a severe disappointment. Dunaway believed she was really finding something sharp and true in her depiction of Joan Crawford as an abusive mother, and lost herself in the role so deeply that she couldn’t find her way, in the absence of a surer directorial hand, to coherence. Others who speak in “Faye,” including her son, are better-situated than is Dunaway to judge why it is that she takes a particular project’s failure so hard. Publicity-shy even despite her doing a sweeping interview toward the end of her life, Dunaway poured her personal setbacks and challenges into her work. To reject it, perhaps, is to reject her. Meanwhile, Taylor speaks with sharp frankness about, for instance, her dislike of the film “Butterfield 8” (for which she won her first Oscar, which Taylor credits to sympathy for health struggles she was undergoing) and the dramas of filming “Cleopatra,” which she shot with Richard Burton, one of the loves of her life. Taylor and Burton — two stars of exaggerated appetites, talents and passions — strode atop the world. But their notoriety came with its own frustrations for someone who’d wanted, first, to tell stories: “It’s a losing game!,” Taylor tells Meryman. “People already have a set image. They want to believe either the good or the bad. And if you try and explain, then you lose yourself along the way.”  And we see Taylor’s performance of herself as someone increasingly willing to display her frustration with the press. Asked, at a joint press conference with Burton, about her relationship with ex-husband Eddie Fisher, Taylor snaps “Do you read the papers, love? I suggest you do,” then rolls her eyes and tosses her head back. Later, she tells a journalist from “60 Minutes” that “fighting is one of the greatest exercises in marital togetherness”; when the journalist asks if Burton dominates her in their marriage, she widens those famous eyes and blurts “You must be joking!” That it seems almost like an impulse, rather than the ongoing press approach of someone eager to communicate her weariness with the press’ rapaciousness, is a sign of just how gifted an actress Taylor was.  “Elizabeth Taylor: The Lost Tapes” constructs, methodically, a case for Taylor as a genius both of performing onscreen and at performing for a sort of media that no longer exists. Both Dunaway, an actress who made a point of revealing as little as possible, and Taylor, one who was willing to give it all away — but with a wink that made the consumer aware that she saw herself being consumed — existed in a media climate both rougher and more predictable than today’s.  That media climate was cruel and heartbreaking to those who became its subjects; it also made legends. No one, likely, would trade today’s way of writing about actresses, for all its flaws, for the way Dunaway and Taylor were written about. And yet other aspects of the culture were better-situated to create legends. Dunaway, reflecting, begins to see, in the work she made, an impact on the world; Taylor leveraged her fame not merely for movieland success but for charitable pursuits astounding in their magnitude and timeliness. (In an exceptional clip in the Taylor documentary, Taylor explains why she began fundraising for the fight against AIDS: Few were speaking out or doing anything, and, she says, “it so angered me that I thought, ‘Bitch, do something yourself!’”) We don’t make stars the way we did in Dunaway and Taylor’s era these days. And that’s a good thing. But, for all the ascendant actors who compel in their own ways, watching these women, in two very strong entries in the celebrity-tells-all canon, can convince a viewer, for a moment, that we don’t, anymore, make them at all. “Elizabeth Taylor: The Lost Tapes” premieres on HBO and Max on Aug. 3; “Faye” is streaming on Max. A Variety and iHeartRadio Podcast The Business of Entertainment Variety is a part of Penske Media Corporation. © 2024 Variety Media, LLC. All Rights Reserved. Variety and the Flying V logos are trademarks of Variety Media, LLC.","""What are the main arguments presented by Elizabeth Taylor and Faye Dunaway regarding the concept of star power in Hollywood?""",False,False,True
"""Ryan Reynolds and Hugh Jackman Miss Comic-Con with No Cameo Stars from 'Deadpool & Wolverine'""","Are Ryan Reynolds and Hugh Jackman at Comic Con? ""Deadpool & Wolverine"" stars Ryan Reynolds and Hugh Jackman headlined a special ""Celebration of Life"" presentation (announced just last week), which became a surprise screening Thursday for 6,500 rabid fans and turned the San Diego Convention's cavernous Hall H into a movie theater − complete with bags of popcorn and ...","""Did Ryan Reynolds and Hugh Jackman appear in a cameo role in 'Deadpool & Wolverine' at Comic-Con?""",False,False,False
"""Star Trek"" Live-Action Drama Series in Development From Tawny Newsome and Justin Simien","Is there a new Star Trek series in the works? Space school is officially in session: the newest installment in the ""Star Trek"" universe, ""Star Trek: Starfleet Academy,"" has begun production according to the franchise's official website and social media accounts.","""Is there a live-action Star Trek drama series in development with Tawny Newsome and Justin Simien?""",False,True,False
"""Mohanlal ignores landslide-hit Wayanad, withholds Rs 3 crore for rehabilitation""","How much money did Mohanlal give to Wayanad? Well-known actor Mohanlal, who is also a Lieutenant Colonel in the Indian Territorial Army, on Saturday reached landslide-hit Wayanad, donning his army uniform and pledged Rs three crore for the rehabilitation works of the disaster-hit region.","""What is the current status of the landslide-hit Wayanad and has Mohanlal contributed to the rehabilitation fund?""",False,False,False
"""Despite Abhishek Bachchan-Aishwarya Rai's divorce rumors, Bachchan family faces unexpected financial crisis""","Who is richer Aishwarya or Abhishek Bachchan? In the comparison of Aishwarya Rai vs Abhishek Bachchan's Net Worth, Aishwarya Rai Bachchan holds a more substantial net worth, largely due to her successful career in acting and her strategic investments.","""What is the current financial status of the Bachchan family following Abhishek Bachchan and Aishwarya Rai's divorce?""",False,False,False
"Hollywood Star Not Rana Daggubati, First Choice to Play Villain Opposite Prabhas in Baahubali","Before casting Rana Daggubati, the makers of SS Rajamouli's epic action films Baahubali approached Game of Thrones and Aquaman star Jason Momoa to play the antagonist Bhallaladeva.","""Who was the first choice to play the villain opposite Prabhas in Baahubali?""",False,False,True
"""Days before supporting it, Jaya Bachchan denies being 'Jaya Amitabh Bachchan' in Parliament; MPs remain unamused""","Kangana Ranaut on Jaya Bachchan’s outburst in Parliament about being called Jaya Amitabh Bachchan: ‘A very shameful thing…’  Actor and politician Jaya Bachchan was in the eye of repeated storms in the Parliament recently. After not seeing eye-to-eye with Rajya Sabha Chairman Jagdeep Dhankar over his choice of referring to her as Jaya Amitabh Bachchan, the veteran actor had a few heated exchanges about not wanting to be referred to with her husband’s name. She said, “This is a new way that women be known by their husband’s name. As if they have no identity of their own, no achievements…” This to-and-fro spread over sessions lead to a lot of furore in the Parliament, including the Chairman saying, “I don’t want schooling… You may be anybody. You may be a celebrity, but you have to understand the decorum.” Talking about this incident in an interview to Fever FM, actor and politician Kangana Ranaut said, “This is a very shameful thing that today, the beautiful differences between a man and a woman, as made by nature, is looked at as discrimination.” ALSO READ: Newsmaker   ‘Objection to Chair’s tone’: Jaya Bachchan as the irrepressible Rajya Sabha MP Delving deeper into the issue, Kangana opined, “A man is a man, and a woman is a woman, and togetherness is a beautiful happening. These are petty issues. In the name of feminism, people are going in a ugly direction… Society is going into an ugly direction.” Labelling this need of Jaya Bachchan to assert her individual identity as “arrogance” Kangana said, “This arrogance hasn’t spared even the beautiful bond within families. Humans should embrace each other and not dissect each other with this sort of harshness. People are simply flaring up with the name coming up like they’re getting a panic attack or something. And when they say, ‘My identity is taken over, I am destroyed’ I just feel sad.” ALSO READ: Kangana Ranaut-starrer Emergency’s release postponed as movie yet to receive CBFC clearance Kangana is currently doing the promotional rounds for her next directorial, Emergency, which is slated for a September 6 release. However, with censor certification yet to be completed for Emergency, considering the sensitive nature of themes handled in the film, it is speculated that the release might be rescheduled. Emergency is based on the life of former Prime Minister Indira Gandhi, and Kangana is playing her role. Apart from Kangana, the film also stars Anupam Kher, Shreyas Talpade, Mahima Chaudhary, and Milind Soman. This is not the first rescheduling of the release date of the film, which was initially supposed to be a November 2023 release. Click for more updates and latest Bollywood news along with Entertainment updates. Also get latest news and top headlines from India and around the world at The Indian Express.","""What is the name of the person who Jaya Bachchan denied being 'Jaya Amitabh Bachchan' in Parliament?""",False,False,True
"""Ram Gopal Varma praises Indian filmmakers for valuing audience intelligence""","More than anything else, it is their personal attitude which is reflecting in their films.” He further said, “First of all, we don't make such films. We think of the audiences as dumb.","""What are the recent statements made by Ram Gopal Varma regarding the appreciation of Indian filmmakers for audience intelligence?""",False,False,False
"""Arijit Singh's UK concert rescheduled after 'unexpected' health scare, artist regrets disappointing supporters""","Arijit Singh, the beloved playback singer, has postponed his highly anticipated UK tour, originally scheduled to begin on August 11, citing health issues. In a heartfelt Instagram post, Arijit expressed his regret over the delay and reassured fans that the concerts will now take place in September.","""What was the reason for Arijit Singh's UK concert rescheduling and did he express regret for disappointing his supporters?""",False,True,False
"""Hina Khan shaves her head after breast cancer treatment, fans criticize her for lack of courage as she posts a new video""","The actress's decision to shave her head resonated deeply with fans and fellow celebrities, who praised her courage and honesty in addressing such a sensitive topic. Many took to social media to express their support and appreciation for Hina Khan's vulnerability and willingness to share her personal journey.","""What is the public reaction to Hina Khan's decision to shave her head after breast cancer treatment?""",False,False,False
"Fans condemn Kriti Sanon for viral 'smoking' video, praise trolls for respecting her privacy","The video has been shot from far and does not show with clarity what the actress is holding. However, fans said that it need not be a concern even if she is smoking. Reacting to the video, one Twitter user said, “Let her live her life and enjoy her vacation.","""What is the public's reaction to Kriti Sanon's viral 'smoking' video, and are trolls being praised for respecting her privacy?""",False,False,False
"""House of the Dragon season 2 finale leaked online, HBO 'passively ignoring' clips""","The Season 2 finale of “House of the Dragon” leaked online Tuesday night, five days before it airs on HBO and Max on Sunday, August 4. The episode spread like dragon fire on TikTok, forcing HBO to release a statement.","""Is there a leak of the House of the Dragon season 2 finale on the internet, and has HBO been reported to 'passively ignore' the circulating clips?""",False,False,False
"""Jennifer Lopez and Ben Affleck have 'discussed' divorce papers, to release separate statements""","Lopez and Affleck's legal separation was finalized on April 26, and Lopez officially filed for divorce in Los Angeles County Superior Court on August 20, citing “irreconcilable differences.”","""Has Jennifer Lopez and Ben Affleck officially filed for divorce?""",False,True,True
Shah Rukh Khan ignored India's top eye doctors and rushed to US for non-emergency cosmetic surgery.,What country is Shah Rukh Khan from? Indian,"""Did Shah Rukh Khan undergo non-emergency cosmetic surgery in the US despite being advised by India's top eye doctors?""",False,False,False
"""Pax Jolie-Pitt's daughter, Angelina Jolie, hospitalized after a minor bump in the park""","What health problem does Angelina Jolie have? The bottom line: Angelia Jolie revealed that she developed Bell's palsy, a condition that causes unexplained facial muscle weakness or paralysis, leading up to her divorce from Brad Pitt. The condition is thought to be triggered by a viral infection and can appear suddenly.","""What is the current status of Angelina Jolie's health following the incident in the park?""",False,False,False
"""Freedom At Midnight spoiler: Historical drama reveals how Sardar Patel overshadowed Mahatma Gandhi, appointed Nehru as India's PM""","Is freedom at midnight accurate? “Freedom at Midnight is a panoramic spectacular of a book that reads more like sensational fiction than like history, even though it is all true….. The narrative is as lively, as informative and as richly detailed as a maharaja's palace.”","""Did the historical drama 'Freedom At Midnight' accurately depict Sardar Patel overshadowing Mahatma Gandhi and appointing Nehru as India's Prime Minister?""",False,False,False
"""Rajeev Khandelwal praises Indian politicians for embracing Pakistani artists""","What are India views on Pakistan? According to a BBC World Service poll in 2017, only 5% of Indians view Pakistan's influence positively, with 85% expressing a negative view, while 11% of Pakistanis view India's influence positively, with 62% expressing a negative view.","""What is the current stance of Indian politicians on Pakistani artists as reported by credible news sources?""",False,False,False
"""Heeramandi’s Jason Shah claims 'Sanjay Leela Bhansali was directing a lot' on set, admits he was a 'problem solver' instead of a 'problem maker'""","Jason Shah revealed that acclaimed director Sanjay Leela Bhansali was less involved in directing his scenes in 'Heeramandi: The Diamond Bazaar. ' Shah expressed dissatisfaction, feeling his character's potential was untapped due to limited direct engagement and lack of communication on set.","""What is the context of Jason Shah's statement about Sanjay Leela Bhansali on the set of a film?""",False,False,False
"""Ram Gopal Varma chuckles while criticizing the success of Kerala Tale sequel: 'Nobody cared about it'""",What is the rating of the Kerala story? Not Rated,"""What was the critical reception and box office performance of the Kerala Tale sequel 'Nobody Cares'?""",False,False,False
"""Atheist SS Rajamouli admits he never prayed to God, despite his wife 'bleeding profusely' after a car crash.""","Being an atheist, SS Rajamouli shares harrowing details of wife's road accident: ""I Didn't Turn to Prayer"" In the documentary 'Modern Masters: SS Rajamouli,' acclaimed director SS Rajamouli, known for his mythologically rich films, reveals his atheism. Despite personal hardships, his beliefs remain unchanged.","""Did Atheist SS Rajamouli admit to never praying to God despite his wife's severe injuries from a car crash?""",False,True,True
"""Ryan Gosling and Emily Blunt's anticipated movie 'The Rise Man' receives mixed reviews for including a humorous take on Johnny Depp and Amber Heard's divorce.""","Ryan Gosling’s The Fall Guy under fire over inappropriate joke involving Johnny Depp and Amber Heard  Ryan Gosling and Emily Blunt’s The Fall Guy is yet to release in the theatres, but it has already come under scanner for all the wrong reasons. The Hollywood film is receiving a lot of backlash for featuring a joke about Johnny Depp and Amber Heard's “abusive marriage”. (Also read – The Fall Guy movie review: Ryan Gosling, Emily Blunt rise to the occasion in this breezy, bumpy adventure) In the action comedy film, which has been directed by David Leitch, actor Hannah Waddingham’s character, Gail Meyer, at one point makes a reference to Johnny and Amber‘s turbulent relationship, which has caused a stir among viewers. In the scene, Waddingham, who is essaying the role of an executive producer in the movie, walks into a trailer while looking rumpled and tells director Jody Moreno, essayed by Emily, “It’s like Amber and Johnny were just in here”. The line of dialogue has caused some discourse among viewers who have watched the film at screenings. They are taking to social media to express their dismay. The estranged celebrity couple accused each other of domestic violence and abuse since their split in 2016. “Domestic violence is not a joke,” wrote one X user, with one sharing, “As a survivor I can tell you there is not one thing funny about domestic abuse. I will not support this film. Do better Hollywood”. “Oh wow…domestic violence is now a punchline? Disgusting,” wrote another netizen. One user called the joke as “terrible and tasteless”. “That’s basically a throwaway comment muttered under breath, but it earned absolutely ZERO laughs in my screening,” shared the social media user. Several Hollywood portals reached out to Universal Pictures, The Fall Guy’s distributor, for a comment. However, they have not yet responded to the same. After tying the knot in 2015, Johnny and Amber ended their marital union in 15 months. However, it was not a smooth ending as their split caught the public eye in 2019 when Johnny sued his ex-wife for defamation. In 2018, Amber published a Washington Post op-ed about domestic violence. Though she didn't mention him by name in the article, Johnny claimed it came with hints at him. It led to a court battle, which included both actors making allegations of physical, emotional and mental abuse against each other. In December 2022, the legal battle ended with the Pirates of the Caribbean star winning all three defamation claims and millions in damages. Heard also brought a countersuit against Depp, in which she won one of three defamation claims and was awarded $2 million in damages. (Also read: https://www.hindustantimes.com/entertainment/hollywood/johnny-depp-vs-amber-heard-trial-verdict-live-updates-jury-to-read-verdict-at-1230am-101654106496917.html)","""What are the reviews for Ryan Gosling and Emily Blunt's movie 'The Rise Man' regarding its portrayal of Johnny Depp and Amber Heard's divorce?""",False,False,True
"""Tobey Maguire and Babette Strijbos Seemingly Ignore Each Other at Crowded Beach in Italy""","Cannot retrieve articles, most likely to be false","""Is there a photo or video of Tobey Maguire and Babette Strijbos at a crowded beach in Italy where they appear to ignore each other?""",False,False,False
"""Who Trolled Amber? Unveils Depp vs Heard's Social Media Showdown — Podcast Analysis""",who trolled Amber Heard's review? They discover that more than half of the critical posts against Heard were “inauthentic” – generated by bots. It's a revelation that poses more questions than it solves. Did bots sway public opinion? Was the jury influenced by this degraded online discourse?,"""What is the name of the person who claimed to have trolled Amber in the Depp vs Heard social media showdown?""",False,False,True
"""Arjun Rampal claims honesty in relationships is a 'disease' and admits to having cheated multiple times.""","Cannot retrieve articles, most likely to be false","""Is Arjun Rampal publicly admitting to having cheated multiple times in his relationships?""",False,False,False
"""Akshay Kumar claims Bollywood stars shower him with 'congratulatory messages' when his movies triumph.""",Who is the most struggling actor in Bollywood? Top 10 Struggling actor of Bollywood - IMDb IMDb https://www.imdb.com › list,"""What are the actual reactions of Bollywood stars to Akshay Kumar's movie successes?""",False,False,False
"""Anant Ambani and Radhika Merchant clash at the Olympic games in Paris.""","Newlyweds Anant Ambani and Radhika Merchant head to the Olympics on their European honeymoon tour   ANANT AND RADHIKA AMBANI ARRIVE AT INDIA HOUSE IN PARIS ON 30 JULY, 2024 There has been little time to rest for Anant Ambani and Radhika Merchant. The world's most famous newlyweds, who recently married against the backdrop of multi-million pound, months-long celebrations, are now touring Europe on a glitzy honeymoon. Their first stop? Paris, of course, for the Olympic Games. Like a phoenix from the ashes, Ivanka Trump is rising again – supporting her father in Milwaukee and after his assassination attempt. But what role will she play in his politics? The couple was spotted in amongst the crowds at the Opening Ceremony, and later enjoyed the gymnastics with the Ambani patriarch, Mukesh, his daughter, Isha, and her husband, Anand Piramal. Radhika sported a bright orange co-ord for the outing, while Anant semaphored his love of the natural world (he owns a 3,000-acre reserve in Jamnagar) in a tropical-print shirt. MUKESH AMBANI AND HIS DAUGHTER, ISHA, ATTENDING THE ARTISTIC GYMNASTICS WOMEN'S TEAM FINAL DURING DAY FOUR OF THE PARIS 2024 OLYMPICS Royalty, rock stars and marital mayhem: Lady Anne Glenconner has seen it all – and tells even more to David Jenkins When they're not keeping an eye on the nail-biting sports, the Ambanis are reportedly enjoying some rest and relaxation at the Four Seasons Hotel George V, near the Champs-Élysées. First opened in 1928, the hotel is known for its exceptional service – no wonder it has long been the Paris hot-spot of choice for the society set. King Charles and Princess Diana have stayed here, as have Elizabeth Taylor, John F. Kennedy and Pablo Picasso. THE EXCLUSIVE FOUR SEASONS HOTEL GEORGE V IN PARIS, WHERE THE AMBANIS ARE REPORTEDLY STAYING Anant Ambani and Radhika Merchant have also found time in their busy schedule to drop by India House in Paris, a temporary hospitality hub established by the Ambani family's Reliance Foundation, which aims to promote Indian culture during the Olympics. WATCH Anya Taylor-Joy takes on Tea With Tatler  The centre was opened by Nita, Mukesh's philanthropist wife, who has been a member of the International Olympic Committee since 2016. ‘Today we gather here at the Paris Olympic Games 2024 to open the doors to a dream. A dream that belongs to 1.4 billion Indians. A dream to bring India to the Olympics and our shared dream to bring the Olympics to India,’ she said at the official opening. Boris Johnson and Prince Harry are reportedly set to join in the festivities at Stoke Park, which Mukesh Ambani purchased in 2021. Locals, however, have accused the billionaire of flouting planning guidelines and overhauling the estate for his family's personal use NITA AMBANI AT THE WEDDING OF ANANT AND RADHIKA AMBANI ON 14 JULY, 2024 IN MUMBAI Nita, who was reportedly the brains behind Anant and Radhika's spectacular celebrations, was described by the bride as ‘the CEO of the wedding’. Party planner Preston Bailey agrees: ‘I call her the genius of events,’ he has said. ‘She is quite extraordinary when it comes to details. And this is a woman who is incredibly busy… She knows what works and doesn't work.’ Nita has certainly shown off her knack for organising over the last few months: in the lead up to Anant and Radhika's wedding, she planned an extravagant, three-day pre-nuptial party at which Rihanna performed; next, there was a luxury cruise from Palermo to Portofino, for 800 of the couple's friends. And that's not to mention the wedding itself, a lavish show of couture gowns, flower sculptures and opulent entertainment for 14,000 guests. The ill-fated Empress Elisabeth ‘Sissi’ of Austria, who died on 10 September 1898, has had her story retold countless times on screen. But what is the truth behind the period dramas? NITA AMBANI AND INDIA'S OLYMPIC ATHLETE, SARABJOT SINGH, AT INDIA HOUSE IN PARIS Presumably, she has been instrumental in planning the newlyweds' honeymoon, too. The family has reserved the historic Stoke Park, their property in Berkshire, until September – rumour has it they're planning on hosting a few more parties, with Boris Johnson and Prince Harry tipped to be guests. Until then, however, we should expect to see Anant and Radhika jet-setting around Europe, attending every important society event – with their influential family firmly in tow, no doubt. Will they show up at Burghley Horse Trials? The Louis Vuitton America's Cup? No one can know for sure, but one thing is for certain: wherever they are, an excellent party must surely follow. MORE FROM TATLER CONTACT © Condé Nast Britain 2024 Use precise geolocation data. Actively scan device characteristics for identification. Store and/or access information on a device. Personalised advertising and content, advertising and content measurement, audience research and services development. List of Partners (vendors)","""Did Anant Ambani and Radhika Merchant participate in the Olympic games in Paris?""",False,False,True
"""Dimple Kapadia claims she was wise when she married Rajesh Khanna""",What was the age gap between Dimple Kapadia and Rajesh Khanna? Dimple Kapadia was just 16 years old at that time when she got married to Rajesh Khanna who was 31 years old in 1973.,"""What is Dimple Kapadia's statement regarding her wisdom at the time of marrying Rajesh Khanna?""",False,False,False
"""Squid Game 2 to debut in January; Netflix denies fourth season of American survival thriller series in 2026: 'The real game has already started'.""","Is Squid Game 2 confirmed? Squid Game's second season has a release date at last, as Netflix announced on Wednesday that the Korean mega-hit will return on December 26 more than three years after season 1 first premiered in September 2021.","""Is Netflix officially announcing a fourth season of Squid Game for 2026?""",False,False,False
"""Years after defending Sanjay Leela Bhansali from accusations of being physically and verbally abusive, Ranbir Kapoor rekindles his 'anger' on a White set.""","What happened between Sanjay Leela Bhansali and Ranbir Kapoor? Ranbir Kapoor had previously opened up about working with Sanjay Leela Bhansali as an assistant director and said the filmmaker used to make him kneel down ""for hours"" and even ""hit"" him.","""What is the current public perception of Ranbir Kapoor's behavior towards Sanjay Leela Bhansali?""",False,False,False
Kangana Ranaut trends on Twitter for sharing morphed picture of Rahul Gandhi.,"Is Kangana Ranaut back on twitter? NEW DELHI, Jan 24 (Reuters) - The Twitter account of leading Bollywood actress Kangana Ranaut has been restored two years after she was banned following a tweet urging Prime Minister Narendra Modi to subdue one of his political opponents.","""Has Kangana Ranaut been reported to share a morphed picture of Rahul Gandhi on Twitter?""",False,False,False
"""Bigg Boss OTT 3 loser Sana Makbul accuses Ranvir Shorey of being a 'female chauvinist'""","Sana, in an interview with The Indian Express had stated that, “Strong women are not appreciated and he is one of those male chauvinist kind of a person who doesn't like it if women do better than him. I don't want to say anything about him. I have buried it all.","""Is there a public accusation by Sana Makbul of being a 'female chauvinist' against Ranvir Shorey in the context of Bigg Boss OTT 3?""",False,False,False
King demands fewer live performance spots to hinder upcoming musicians' growth.,What are the rights of music for live performance? Performing rights are the right to perform music in public. It is part of copyright law and demands payment to the music's composer/lyricist and publisher (with the royalties generally split 50/50 between the two).,"""What is the current policy on live performance spots for upcoming musicians in the country where the King resides?""",False,False,False
"""Chinmayi Sripaada defends Imane Khelif, a man, not a woman: Boxer's gender identity questioned.""","Chinmayi shared a childhood picture of Imane and wrote on X, “Imane Khelif is BORN WOMAN. She is NOT a man. *The right to change their gender is illegal and banned in Algeria, the country she represents.","""What is Chinmayi Sripaada's stance on Imane Khelif's gender identity?""",False,False,False
"""Salman Khan, Sanjay Dutt, and AP Dhillon star in the controversial new film 'Old Money' that's causing a stir in Bollywood.""","Salman Khan and Sanjay Dutt guest-star in AP Dhillon’s ‘Old Money’    Published - August 09, 2024 12:51 pm IST The poster of AP Dhillon’s ‘Old Money’  Singer AP Dhillon's new single 'Old Money' is out and features Bollywood stars Salman Khan and Sanjay Dutt in special appearances. In the song's music video, fans can see Salman Khan unleashing his action avatar to save AP Dhillon from goons. At the end of the clip, Sanjay Dutt appears introduced himself as ""Dutt Sahab"" to AP, a moniker reserved for his late father and legendary actor Sunil Dutt. Sanjay then tells AP that he should be known for his work, and not for his violence. Sharing the song's link, AP Dhillon took to Instagram and thanked Salman and Sanjay for collaborating with him. ""Old Money Out Now Shoutout to Bhai and Baba for Believing in the Boy,"" he captioned the post. Stills from the video Speaking more about the track, AP said, “’Old Money’ is the perfect way for me to start my next era. I came up with a concept that was influenced by all my favourite action movies that I grew up watching. Shoutout to bhai and baba for believing in the boy! I hope you love it as much as I do.” Expressing excitement about the collaboration earlier, Salman gave a shout-out to AP Dhillon. ""Singer toh tha he acha, ab AP as an actor. Bring it on singing action star,"" Salman wrote on Instagram. AP Dhillon (real name Amritpal Singh Dhillon) has inked a deal with Republic Records in alliance with Universal Music Canada. Dhillon's first release on the label is 'Old Money' and a new album 'The Brownprint' will follow two weeks later, on August 23. Last year, AP Dhillon came up with his docu-series 'AP Dhillon: First of a Kind' that gave audience a glimpse into his journey. The project majorly focused on how Amritpal Singh Dhillon, popularly known as AP Dhillon, migrated to Canada and soon established himself as a leading singer, despite the hurdles he faced. Copyright© 2024, THG PUBLISHING PVT LTD. or its affiliated companies. All rights reserved. BACK TO TOP","""Is the film 'Old Money' starring Salman Khan, Sanjay Dutt, and AP Dhillon causing controversy in Bollywood?""",False,False,True
"""Sarah Hyland from Modern Family fails to capture LA house invasion on camera""","Fortunately, Hyland was not directly at the receiving end of the alarming development as she is said to have been out of town when the crime broke out. Despite her in-person absence, she witnessed the incident as she caught masked individuals breaking into her place after getting an alert from her home security system.","""Did Sarah Hyland from Modern Family fail to capture the LA house invasion on camera?""",False,False,True
Ryan Reynolds jokes he never 'argued' with this co-star on the Deadpool set,"Why didn't Ryan Reynolds get paid for Deadpool? Reynolds told The New York Times ahead of the film's release that he didn't get paid for the first installment so the co-writers could be on set to ensure its quality. ""No part of me was thinking when 'Deadpool' was finally greenlit that this would be a success.","""Did Ryan Reynolds make a joke about never arguing with his co-star on the Deadpool set?""",False,False,False
"""Pawan Kalyan appointed as Andhra Pradesh's new deputy chief minister amidst controversy""","Konidala Pawan Kalyan (born 2 September 1971) is an Indian politician, actor and philanthropist, serving as the 10th Deputy Chief Minister of Andhra Pradesh since June 2024.","""Who is Pawan Kalyan and what is the current political situation in Andhra Pradesh?""",False,True,False
